master_protein	step	RBP_glyco	NC	CL	CL_NC_Ratio
P62913	2	"GO:RBP, Non-Glycoprotein"	23.43688928	24.92016597	1.10084737
P62917	1	"GO:RBP, Non-Glycoprotein"	25.04356081	28.31146921	3.07144758
P62917	2	"GO:RBP, Non-Glycoprotein"	22.45446481	25.73969232	6.89545987
P62917	3	"GO:RBP, Non-Glycoprotein"	22.05953195	26.10295429	0.019668949
P62917	4	"GO:RBP, Non-Glycoprotein"	21.76575778	25.24310575	7.381130246
P62942	1	"Novel RBP, Non-Glycoprotein"	24.8491615	25.49499401	0.039760659
P62995	1	"GO:RBP, Non-Glycoprotein"	24.19195468	23.96160091	-0.022245857
P62995	2	"GO:RBP, Non-Glycoprotein"	23.08857434	23.42749908	0.198557852
P62995	3	"GO:RBP, Non-Glycoprotein"	24.71129088	24.61613255	-0.056474302
P62995	4	"GO:RBP, Non-Glycoprotein"	24.39406318	24.74317057	0.241199215
P63000	1	"Novel RBP, Glycoprotein"	24.77637312	24.8263635	0.280541815
P63104	1	"GO:RBP, Non-Glycoprotein"	25.61558062	25.77972687	0.163855229
P63104	2	"GO:RBP, Non-Glycoprotein"	24.02731055	24.47655148	0.614771604
P63220	1	"GO:RBP, Non-Glycoprotein"	24.73024438	24.52090811	-0.139567612
P63241	1	"GO:RBP, Non-Glycoprotein"	25.11861593	25.72356651	0.604950583
P63244	1	"GO:RBP, Non-Glycoprotein"	24.9805273	25.15729602	0.516892449
P63244	2	"GO:RBP, Non-Glycoprotein"	21.92361231	23.22174077	1.857853413
P63244	3	"GO:RBP, Non-Glycoprotein"	20.00699201	22.96139813	4.083728197
P63244	4	"GO:RBP, Non-Glycoprotein"	19.07696545	22.46593159	4.281523011
P63313	1	"Novel RBP, Non-Glycoprotein"	26.01088341	26.04564362	0.054692732
P67809	1	"GO:RBP, Non-Glycoprotein"	24.5039266	26.27144819	1.706933843
P67809	2	"GO:RBP, Non-Glycoprotein"	21.77752612	25.50141565	5.994772476
P67809	3	"GO:RBP, Non-Glycoprotein"	22.77543207	23.87446805	4.621265574
P67809	4	"GO:RBP, Non-Glycoprotein"	21.53870782	22.58278222	5.629672934
P67870	1	"Novel RBP, Non-Glycoprotein"	22.2201973	22.67641992	0.435338948
P67936	1	"Novel RBP, Non-Glycoprotein"	24.57571064	24.30152226	0.068723973
P68036	1	"GO:RBP, Non-Glycoprotein"	24.5978954	24.52981476	-0.166345957
P68371	2	"GO:RBP, Non-Glycoprotein"	24.00937861	24.67405118	0.664672564
P68371	3	"GO:RBP, Non-Glycoprotein"	21.73361147	23.18034839	1.309973378
P78316	1	"GO:RBP, Non-Glycoprotein"	21.98297146	21.34170973	0.768316032
P78324	1	"Novel RBP, Glycoprotein"	22.41693631	21.97191129	-0.445025021
P78324	2	"Novel RBP, Glycoprotein"	22.5569448	22.55023405	-0.038526069
P78324	3	"Novel RBP, Glycoprotein"	21.5878361	20.67481137	0.297556419
P78330	1	"Novel RBP, Non-Glycoprotein"	25.43755271	25.73895705	0.301404343
P78332	2	"GO:RBP, Non-Glycoprotein"	18.93625936	21.26174243	2.787686462
P78344	1	"GO:RBP, Non-Glycoprotein"	23.1362981	23.65256677	0.345125545
P78344	2	"GO:RBP, Non-Glycoprotein"	20.11608246	21.15292188	2.872365531
P78357	1	"Novel RBP, Glycoprotein"	22.01846387	21.97653972	-0.067457791
P78371	1	"Novel RBP, Non-Glycoprotein"	23.74269156	24.06486478	0.085200196
P78371	2	"Novel RBP, Non-Glycoprotein"	21.56319252	21.87469173	0.521863219
P78371	3	"Novel RBP, Non-Glycoprotein"	20.8446579	22.17825719	1.729187542
P78406	1	"GO:RBP, Non-Glycoprotein"	21.97588299	22.25211619	0.276233195
P78527	1	"GO:RBP, Non-Glycoprotein"	23.42447832	24.07846024	0.636304109
P78527	2	"GO:RBP, Non-Glycoprotein"	22.35124545	23.38293554	1.001636725
P78527	3	"GO:RBP, Non-Glycoprotein"	23.56214006	23.7054217	0.236227425
P78527	4	"GO:RBP, Non-Glycoprotein"	20.65575922	22.1989814	2.118095003
P78536	1	"Novel RBP, Glycoprotein"	25.11262929	24.87119737	-0.640162514
P78536	2	"Novel RBP, Glycoprotein"	23.2031567	22.8902078	-0.479447689
P78536	3	"Novel RBP, Glycoprotein"	23.56079091	23.84726189	-0.039040044
P78559	1	"Novel RBP, Non-Glycoprotein"	22.75231552	23.75548052	1.098350619
P82970	1	"GO:RBP, Non-Glycoprotein"	26.34831203	26.47327591	0.124963878
P82970	2	"GO:RBP, Non-Glycoprotein"	24.55538636	24.38876291	-0.174990092
P82970	3	"GO:RBP, Non-Glycoprotein"	25.16584058	25.45096242	0.150890928
P82970	4	"GO:RBP, Non-Glycoprotein"	24.26724541	24.21605776	-0.051187642
P82979	1	"GO:RBP, Non-Glycoprotein"	23.89912015	24.14468782	0.34280651
P83731	1	"GO:RBP, Non-Glycoprotein"	24.66842059	25.68802368	0.962147726
P83731	2	"GO:RBP, Non-Glycoprotein"	21.7701521	25.43856626	3.756414549
P83731	3	"GO:RBP, Non-Glycoprotein"	22.62491525	24.5041332	1.933109719
P83731	4	"GO:RBP, Non-Glycoprotein"	18.79614103	23.69802997	7.539547262
P84090	1	"GO:RBP, Non-Glycoprotein"	26.17826675	24.76857371	0.310210621
P84090	2	"GO:RBP, Non-Glycoprotein"	23.02224839	25.17505893	2.152810539
P84098	1	"GO:RBP, Non-Glycoprotein"	25.67836252	26.08120278	0.390160391
P84098	2	"GO:RBP, Non-Glycoprotein"	23.56293778	25.80508382	2.371498185
P84098	3	"GO:RBP, Non-Glycoprotein"	19.58906184	22.6481675	6.156142201
P84098	4	"GO:RBP, Non-Glycoprotein"	17.63820963	23.66706162	7.987403356
P84103	1	"GO:RBP, Non-Glycoprotein"	26.71217431	26.61734949	0.669951043
P84103	2	"GO:RBP, Non-Glycoprotein"	24.05421564	28.29378688	4.23957124
P84103	3	"GO:RBP, Non-Glycoprotein"	21.96904798	24.44206831	6.157580988
P84103	4	"GO:RBP, Non-Glycoprotein"	NA	26.52191512	NA
P98160	1	"Novel RBP, Glycoprotein"	22.55490082	21.96010429	-0.61130647
P98160	2	"Novel RBP, Glycoprotein"	21.70518371	21.8016591	-0.091722215
P98160	3	"Novel RBP, Glycoprotein"	21.80830109	22.14932703	-0.363868646
P98160	4	"Novel RBP, Glycoprotein"	21.13867812	21.25982764	-0.135345777
P98175	1	"GO:RBP, Non-Glycoprotein"	22.92689734	23.17040339	1.056453298
P98175	3	"GO:RBP, Non-Glycoprotein"	NA	22.6486987	NA
P98179	1	"GO:RBP, Non-Glycoprotein"	24.22714104	23.26721281	0.947997843
P98179	2	"GO:RBP, Non-Glycoprotein"	20.66882267	22.61543381	1.574830157
P98179	3	"GO:RBP, Non-Glycoprotein"	NA	24.03053244	NA
P98179	4	"GO:RBP, Non-Glycoprotein"	NA	22.25520046	NA
Q00059	1	"GO:RBP, Non-Glycoprotein"	22.67619771	23.47143055	0.79523284
Q00325	1	"Novel RBP, Non-Glycoprotein"	25.51557041	25.89211856	0.376548144
Q00341	1	"GO:RBP, Non-Glycoprotein"	22.57742602	23.73041234	1.361601962
Q00341	2	"GO:RBP, Non-Glycoprotein"	20.05411235	22.28454923	2.8091429
Q00341	3	"GO:RBP, Non-Glycoprotein"	20.40990641	21.808027	4.434952943
Q00341	4	"GO:RBP, Non-Glycoprotein"	17.83560863	21.05074245	4.486196913
Q00610	1	"GO:RBP, Non-Glycoprotein"	24.64497595	24.87533068	0.099956491
Q00610	2	"GO:RBP, Non-Glycoprotein"	22.60893316	22.90828284	0.543475484
Q00610	3	"GO:RBP, Non-Glycoprotein"	23.52438464	24.2673701	0.988177222
Q00610	4	"GO:RBP, Non-Glycoprotein"	21.13349277	22.38943752	1.785290399
Q00688	1	"GO:RBP, Non-Glycoprotein"	24.50661521	24.28050901	-0.039776629
Q00839	1	"GO:RBP, Non-Glycoprotein"	24.32195609	25.34248767	0.976186776
Q00839	2	"GO:RBP, Non-Glycoprotein"	22.32539673	25.1295991	3.988738036
Q00839	3	"GO:RBP, Non-Glycoprotein"	20.69221323	24.21518913	7.13292899
Q00839	4	"GO:RBP, Non-Glycoprotein"	19.98885425	23.4685875	6.854241515
Q01082	1	Known RBGP	24.0287232	24.25266704	0.219945445
Q01082	2	Known RBGP	22.2718792	22.17459849	1.244552112
Q01082	3	Known RBGP	21.41948637	23.11303224	2.530213176
Q01085	1	"GO:RBP, Non-Glycoprotein"	23.68315697	26.07065702	2.387500056
Q01085	2	"GO:RBP, Non-Glycoprotein"	21.31727569	25.15157883	6.184907597
Q01085	3	"GO:RBP, Non-Glycoprotein"	NA	24.04718435	NA
Q01105	1	"Novel RBP, Non-Glycoprotein"	25.89972564	25.97305062	-0.21752569
Q01105	2	"Novel RBP, Non-Glycoprotein"	23.39288088	23.38909064	0.01854061
Q01105	3	"Novel RBP, Non-Glycoprotein"	24.04322541	24.40462508	0.36139967
Q01130	1	"GO:RBP, Non-Glycoprotein"	24.52383533	25.39285227	0.039752338
Q01130	2	"GO:RBP, Non-Glycoprotein"	25.01262275	25.34097642	0.020795404
Q01130	3	"GO:RBP, Non-Glycoprotein"	25.1578459	25.20021188	0.133727947
Q01130	4	"GO:RBP, Non-Glycoprotein"	23.07901272	22.25606453	-0.197563779
Q01433	1	"Novel RBP, Non-Glycoprotein"	23.37774347	23.99048101	0.223310897
Q01469	1	"Novel RBP, Non-Glycoprotein"	25.11298482	25.46348275	0.029490063
Q01518	1	"Novel RBP, Non-Glycoprotein"	25.19988019	25.04561994	-0.233135129
Q01581	1	"Novel RBP, Non-Glycoprotein"	25.08925596	24.88098709	-0.207563198
Q01650	1	"Novel RBP, Glycoprotein"	27.37091031	27.40727929	0.013229839
Q01650	2	"Novel RBP, Glycoprotein"	25.48513162	26.65805022	0.443402463
Q01650	3	"Novel RBP, Glycoprotein"	24.46448035	25.33659618	0.96371056
Q01650	4	"Novel RBP, Glycoprotein"	21.58685874	22.16693511	1.037877657
Q01813	1	"Novel RBP, Glycoprotein"	22.03009713	23.05564413	1.025546997
Q01844	1	"GO:RBP, Non-Glycoprotein"	24.71607843	25.4168815	0.792746017
Q01844	2	"GO:RBP, Non-Glycoprotein"	20.28771379	22.74742877	5.285733552
Q01844	3	"GO:RBP, Non-Glycoprotein"	19.56253312	23.38262532	4.319503867
Q01844	4	"GO:RBP, Non-Glycoprotein"	NA	21.5103584	NA
Q01970	1	"Novel RBP, Non-Glycoprotein"	21.65502199	22.08585994	0.624050483
Q02241	1	"Novel RBP, Non-Glycoprotein"	22.97637778	22.84972939	0.770530074
Q02241	2	"Novel RBP, Non-Glycoprotein"	21.54840949	23.51514192	1.646947876
Q02241	3	"Novel RBP, Non-Glycoprotein"	23.4394852	24.5379432	1.463449472
Q02241	4	"Novel RBP, Non-Glycoprotein"	21.13187405	22.53839409	1.171615894
Q02539	1	"Novel RBP, Non-Glycoprotein"	23.59917151	23.70770195	-0.03699443
Q02539	2	"Novel RBP, Non-Glycoprotein"	22.34921897	22.50371016	0.154491192
Q02543	1	"GO:RBP, Non-Glycoprotein"	23.63556947	25.04792479	1.325145484
Q02543	2	"GO:RBP, Non-Glycoprotein"	21.54078905	24.98605025	4.544870654
Q02543	3	"GO:RBP, Non-Glycoprotein"	20.1669864	24.16006093	5.223511363
Q02543	4	"GO:RBP, Non-Glycoprotein"	20.07974994	21.99621314	4.858450598
Q02790	1	"GO:RBP, Non-Glycoprotein"	24.2016905	24.30816809	0.284067297
Q02790	2	"GO:RBP, Non-Glycoprotein"	21.94862713	22.50836996	0.352868068
Q02809	1	"Novel RBP, Glycoprotein"	23.59565495	23.32148793	0.210721451
Q02878	1	"GO:RBP, Non-Glycoprotein"	24.73301781	25.35505179	0.570333003
Q02878	2	"GO:RBP, Non-Glycoprotein"	22.54119593	24.82321842	2.645302207
Q02878	3	"GO:RBP, Non-Glycoprotein"	18.85104316	23.5570239	7.149839264
Q02878	4	"GO:RBP, Non-Glycoprotein"	18.40872778	22.27096198	2.402546555
Q02880	1	"Novel RBP, Non-Glycoprotein"	22.67202205	23.1348425	0.462820454
Q02952	1	"Novel RBP, Non-Glycoprotein"	24.72829203	24.62406296	0.239969927
Q03252	1	"Novel RBP, Non-Glycoprotein"	23.41688041	23.42351435	0.041848103
Q03252	2	"Novel RBP, Non-Glycoprotein"	19.69103747	22.40796674	2.716929265
Q03405	1	"Novel RBP, Glycoprotein"	25.70549879	25.1144136	-0.938313492
Q03405	2	"Novel RBP, Glycoprotein"	24.36554489	23.43912177	-0.943897555
Q03405	3	"Novel RBP, Glycoprotein"	24.66212378	23.39206064	-1.432941518
Q03405	4	"Novel RBP, Glycoprotein"	23.22226252	22.5045202	-0.817304937
Q03701	1	"GO:RBP, Non-Glycoprotein"	21.43432835	22.34098514	0.906656782
Q03701	3	"GO:RBP, Non-Glycoprotein"	NA	22.52884127	NA
Q03701	4	"GO:RBP, Non-Glycoprotein"	NA	21.58453678	NA
Q04323	1	"Novel RBP, Non-Glycoprotein"	20.51468259	21.2839307	0.410112595
Q04637	1	"GO:RBP, Non-Glycoprotein"	24.14246304	24.54552202	0.664729576
Q04637	2	"GO:RBP, Non-Glycoprotein"	22.71636338	24.68587186	2.389350245
Q04637	3	"GO:RBP, Non-Glycoprotein"	21.12705242	22.64861716	3.678002751
Q04637	4	"GO:RBP, Non-Glycoprotein"	20.01869085	22.28951331	3.902252906
Q04760	1	"Novel RBP, Non-Glycoprotein"	23.6416196	23.34736032	-0.294259289
Q04837	1	"GO:RBP, Non-Glycoprotein"	24.77359038	25.39161038	0.618020004
Q04917	1	"Novel RBP, Non-Glycoprotein"	23.94997786	24.31383616	-0.072647465
Q05519	1	"GO:RBP, Non-Glycoprotein"	25.18349452	24.85789315	-0.067861469
Q05519	2	"GO:RBP, Non-Glycoprotein"	24.62530219	25.03025311	0.03683346
Q05519	3	"GO:RBP, Non-Glycoprotein"	25.75345836	25.4703446	-0.244450513
Q05519	4	"GO:RBP, Non-Glycoprotein"	22.58134749	22.64083116	-0.030919155
Q05682	1	"Novel RBP, Non-Glycoprotein"	23.27367239	23.20183359	-0.039264469
Q05682	2	"Novel RBP, Non-Glycoprotein"	20.9210553	21.40055365	1.07869894
Q06203	1	"Novel RBP, Non-Glycoprotein"	22.33479334	22.08026648	-0.277057173
Q06210	1	"Novel RBP, Non-Glycoprotein"	24.06479285	24.32223776	0.360056682
Q07020	1	"GO:RBP, Non-Glycoprotein"	26.49889109	26.64021319	0.088224152
Q07020	2	"GO:RBP, Non-Glycoprotein"	23.48858638	24.26152292	1.167994864
Q07020	3	"GO:RBP, Non-Glycoprotein"	21.50450748	24.57923144	4.394114103
Q07020	4	"GO:RBP, Non-Glycoprotein"	19.06833867	23.35485907	5.126513757
Q07065	1	"GO:RBP, Non-Glycoprotein"	24.05511323	24.25447397	0.54258253
Q07065	2	"GO:RBP, Non-Glycoprotein"	21.41013097	22.95291045	2.841395907
Q07065	3	"GO:RBP, Non-Glycoprotein"	18.94165498	23.32196419	5.574030326
Q07065	4	"GO:RBP, Non-Glycoprotein"	NA	21.46203334	NA
Q07157	1	"Novel RBP, Non-Glycoprotein"	22.62322546	22.97352055	0.182822329
Q07666	1	"GO:RBP, Non-Glycoprotein"	25.28548623	26.14783395	0.868775177
Q07666	2	"GO:RBP, Non-Glycoprotein"	20.46504261	24.60006957	4.348911514
Q07666	3	"GO:RBP, Non-Glycoprotein"	20.61054188	24.13777372	1.075914194
Q07666	4	"GO:RBP, Non-Glycoprotein"	NA	21.41483842	NA
Q07812	1	"Novel RBP, Non-Glycoprotein"	22.36265941	22.21773194	-0.14492747
Q07954	1	Known RBGP	24.17843186	23.67946233	-0.433022775
Q07954	2	Known RBGP	23.41940926	23.4075537	-0.088092782
Q07954	3	Known RBGP	23.49352946	23.54439479	0.170141582
Q07954	4	Known RBGP	21.25163505	22.05604423	0.695115386
Q07955	1	"GO:RBP, Non-Glycoprotein"	24.18331124	24.64980948	0.596159316
Q07955	2	"GO:RBP, Non-Glycoprotein"	22.68363595	24.87147568	2.562332444
Q07955	3	"GO:RBP, Non-Glycoprotein"	21.66519184	24.0279864	4.392591195
Q07955	4	"GO:RBP, Non-Glycoprotein"	17.65298498	23.6570262	7.304941037
Q08170	1	"GO:RBP, Non-Glycoprotein"	21.87473509	22.4019152	0.27327042
Q08170	2	"GO:RBP, Non-Glycoprotein"	23.76256139	23.64412623	0.075104692
Q08170	3	"GO:RBP, Non-Glycoprotein"	23.5956448	23.64295226	0.001330208
Q08170	4	"GO:RBP, Non-Glycoprotein"	24.12580246	24.14071723	0.082038991
Q08211	1	"GO:RBP, Non-Glycoprotein"	23.87877422	24.7962393	0.815531267
Q08211	2	"GO:RBP, Non-Glycoprotein"	21.51396205	24.30363467	3.141516499
Q08211	3	"GO:RBP, Non-Glycoprotein"	22.12623834	24.55708423	3.572311936
Q08211	4	"GO:RBP, Non-Glycoprotein"	19.57146755	22.58596952	4.775603382
Q08945	1	"GO:RBP, Non-Glycoprotein"	24.61914804	24.62328818	0.078692264
Q08945	2	"GO:RBP, Non-Glycoprotein"	25.27187332	25.29221512	-0.007245437
Q08945	3	"GO:RBP, Non-Glycoprotein"	24.56387948	24.66028671	0.031298033
Q08945	4	"GO:RBP, Non-Glycoprotein"	23.67616805	23.60680696	-0.028617661
Q08J23	1	"GO:RBP, Non-Glycoprotein"	22.8700905	23.54801896	0.766063348
Q08J23	2	"GO:RBP, Non-Glycoprotein"	21.35814144	22.50828199	2.147711201
Q09028	1	"Novel RBP, Non-Glycoprotein"	25.03201806	25.2946557	0.363524999
Q09028	2	"Novel RBP, Non-Glycoprotein"	23.04021256	23.69174296	0.651530402
Q09666	1	"GO:RBP, Non-Glycoprotein"	23.95583086	24.12961579	0.351124112
Q09666	2	"GO:RBP, Non-Glycoprotein"	22.1828831	23.40687029	1.305632809
Q09666	3	"GO:RBP, Non-Glycoprotein"	22.46135688	24.02758514	1.643299722
Q09666	4	"GO:RBP, Non-Glycoprotein"	20.5665855	21.96132833	1.738857783
Q10469	1	"Novel RBP, Glycoprotein"	23.66865799	23.5037635	-0.253073561
Q10570	1	"GO:RBP, Non-Glycoprotein"	22.25379871	22.29643866	-0.169198195
Q12765	1	"Novel RBP, Non-Glycoprotein"	23.41516554	23.66826713	0.233106465
Q12792	1	"Novel RBP, Non-Glycoprotein"	23.15292166	23.22727976	0.015490901
Q12797	1	"Novel RBP, Glycoprotein"	21.48268059	21.54948688	0.880621015
Q12841	1	"Novel RBP, Glycoprotein"	23.77306748	23.24038616	-0.75169992
Q12841	2	"Novel RBP, Glycoprotein"	24.12422256	23.08245653	-1.182830361
Q12841	3	"Novel RBP, Glycoprotein"	22.92954819	23.18748195	-0.705054824
Q12841	4	"Novel RBP, Glycoprotein"	21.29851965	21.50949693	-0.405133779
Q12849	1	"GO:RBP, Non-Glycoprotein"	23.16080644	24.21243011	1.636665752
Q12849	2	"GO:RBP, Non-Glycoprotein"	20.89880522	22.0693925	5.976758282
Q12849	3	"GO:RBP, Non-Glycoprotein"	20.02016347	23.83255365	5.367203271
Q12849	4	"GO:RBP, Non-Glycoprotein"	20.29670116	22.57037763	3.299350247
Q12874	1	Known RBGP	22.78794548	22.13828205	0.064978378
Q12904	1	"GO:RBP, Non-Glycoprotein"	24.49430939	24.38994262	0.090698639
Q12905	1	"GO:RBP, Non-Glycoprotein"	24.51906642	24.97357667	0.502954117
Q12905	2	"GO:RBP, Non-Glycoprotein"	20.97616562	23.4663723	3.362818502
Q12905	3	"GO:RBP, Non-Glycoprotein"	NA	23.74909308	NA
Q12905	4	"GO:RBP, Non-Glycoprotein"	17.18278465	21.5951467	5.185751376
Q12906	1	"GO:RBP, Non-Glycoprotein"	25.43845473	26.37978136	0.976873701
Q12906	2	"GO:RBP, Non-Glycoprotein"	21.10157085	24.40677218	4.332675272
Q12906	3	"GO:RBP, Non-Glycoprotein"	20.28387785	23.63839873	4.051666304
Q12906	4	"GO:RBP, Non-Glycoprotein"	18.77730698	22.33488699	5.505373105
Q12913	2	"Novel RBP, Glycoprotein"	22.27314215	22.42288897	0.239679179
Q12913	3	"Novel RBP, Glycoprotein"	22.57775971	22.52133848	0.140332791
Q12913	4	"Novel RBP, Glycoprotein"	21.83866866	22.32351592	0.484847259
Q12931	1	"GO:RBP, Non-Glycoprotein"	23.31580702	23.37642426	0.177945112
Q13148	1	"GO:RBP, Non-Glycoprotein"	23.43291613	25.38868675	1.541943577
Q13148	2	"GO:RBP, Non-Glycoprotein"	21.15674242	25.6749401	6.463243192
Q13148	3	"GO:RBP, Non-Glycoprotein"	NA	24.25132383	NA
Q13148	4	"GO:RBP, Non-Glycoprotein"	20.75776111	22.08615109	4.834017337
Q13151	1	"GO:RBP, Non-Glycoprotein"	24.15056758	24.92673588	1.047399364
Q13151	2	"GO:RBP, Non-Glycoprotein"	20.08525788	22.79043568	4.593335424
Q13151	3	"GO:RBP, Non-Glycoprotein"	19.37714995	22.95689467	3.680559271
Q13151	4	"GO:RBP, Non-Glycoprotein"	19.80876312	22.86495658	3.301360759
Q13155	1	"Novel RBP, Non-Glycoprotein"	22.88122462	22.97994775	0.658881681
Q13185	1	"Novel RBP, Non-Glycoprotein"	25.61326715	26.23719057	0.623923415
Q13200	1	"Novel RBP, Non-Glycoprotein"	25.05656382	24.95761702	0.157549607
Q13200	2	"Novel RBP, Non-Glycoprotein"	23.35176368	23.83570142	0.270850982
Q13206	1	"GO:RBP, Non-Glycoprotein"	22.90870586	22.60561745	-0.004570328
Q13242	1	"GO:RBP, Non-Glycoprotein"	22.62132879	23.78124467	0.591433108
Q13242	2	"GO:RBP, Non-Glycoprotein"	20.34563744	24.71775277	4.843216901
Q13242	3	"GO:RBP, Non-Glycoprotein"	24.86938374	22.71433394	-0.864851897
Q13242	4	"GO:RBP, Non-Glycoprotein"	NA	23.03959637	NA
Q13243	1	"GO:RBP, Non-Glycoprotein"	24.5510828	24.86273134	-0.005446022
Q13243	2	"GO:RBP, Non-Glycoprotein"	25.30357299	25.09259327	-0.058018786
Q13243	3	"GO:RBP, Non-Glycoprotein"	25.47262582	25.32967865	0.062105295
Q13243	4	"GO:RBP, Non-Glycoprotein"	22.94811334	22.84831007	0.001942132
Q13247	1	"GO:RBP, Non-Glycoprotein"	25.38660569	25.40040484	-0.160347896
Q13247	2	"GO:RBP, Non-Glycoprotein"	24.92386994	25.06562449	0.104072153
Q13247	3	"GO:RBP, Non-Glycoprotein"	24.88197367	24.4116486	-0.02528577
Q13247	4	"GO:RBP, Non-Glycoprotein"	24.70370268	24.33173893	0.265988609
Q13263	1	"GO:RBP, Non-Glycoprotein"	22.76952062	22.87750304	0.116601395
Q13263	2	"GO:RBP, Non-Glycoprotein"	21.1999625	21.31514228	0.736680491
Q13263	3	"GO:RBP, Non-Glycoprotein"	23.05514781	21.58089154	1.651624219
Q13268	1	"Novel RBP, Non-Glycoprotein"	25.73377035	25.97534456	0.043396179
Q13268	2	"Novel RBP, Non-Glycoprotein"	23.42123156	23.84267383	0.257975573
Q13283	1	"GO:RBP, Non-Glycoprotein"	24.52656197	24.94826524	0.59610264
Q13283	2	"GO:RBP, Non-Glycoprotein"	20.3179217	22.43301299	3.319662578
Q13283	3	"GO:RBP, Non-Glycoprotein"	19.52270026	24.08145636	6.488308507
Q13283	4	"GO:RBP, Non-Glycoprotein"	17.4103851	21.79813828	6.364162303
Q13308	1	"Novel RBP, Glycoprotein"	23.50294735	24.00463277	-0.034111077
Q13308	2	"Novel RBP, Glycoprotein"	21.79340649	22.87028449	1.576165624
Q13310	1	"GO:RBP, Non-Glycoprotein"	23.2076579	24.54387492	1.369153013
Q13310	2	"GO:RBP, Non-Glycoprotein"	20.96722369	24.43133804	4.313292299
Q13310	3	"GO:RBP, Non-Glycoprotein"	19.29781069	24.40708327	6.998465274
Q13310	4	"GO:RBP, Non-Glycoprotein"	19.33494538	22.39926813	2.433355274
Q13347	1	"GO:RBP, Non-Glycoprotein"	23.2829666	23.69548567	0.240034616
Q13409	1	"Novel RBP, Non-Glycoprotein"	24.46435863	24.76070092	0.081434323
Q13423	1	"Novel RBP, Non-Glycoprotein"	24.05288424	23.21736457	-0.752362669
Q13427	1	"GO:RBP, Non-Glycoprotein"	23.43678244	23.42979009	0.057960006
Q13427	2	"GO:RBP, Non-Glycoprotein"	24.22232424	24.37977984	0.058759173
Q13427	3	"GO:RBP, Non-Glycoprotein"	24.37196702	23.94095469	-0.132465155
Q13427	4	"GO:RBP, Non-Glycoprotein"	23.54600853	23.38781833	0.09893768
Q13428	1	"GO:RBP, Non-Glycoprotein"	25.19861543	25.12191368	0.101801491
Q13428	2	"GO:RBP, Non-Glycoprotein"	24.784597	24.78146233	0.183803268
Q13428	3	"GO:RBP, Non-Glycoprotein"	24.57216524	24.79235925	0.447685125
Q13428	4	"GO:RBP, Non-Glycoprotein"	21.6253335	23.02159089	1.325534503
Q13435	1	"GO:RBP, Non-Glycoprotein"	25.26351294	25.35003883	0.174325892
Q13435	2	"GO:RBP, Non-Glycoprotein"	22.90173797	24.75460335	1.954087874
Q13435	3	"GO:RBP, Non-Glycoprotein"	21.1253236	22.40014194	4.117700951
Q13435	4	"GO:RBP, Non-Glycoprotein"	19.51641501	22.34732014	3.769235514
Q13442	1	"GO:RBP, Non-Glycoprotein"	24.49336874	24.88726852	0.125374533
Q13509	1	"Novel RBP, Non-Glycoprotein"	23.68560885	23.82960003	0.143991188
Q13523	1	"GO:RBP, Non-Glycoprotein"	22.16862649	22.97331953	0.099402967
Q13523	2	"GO:RBP, Non-Glycoprotein"	22.84096931	22.93355099	-0.035669014
Q13523	3	"GO:RBP, Non-Glycoprotein"	23.21045358	23.35772875	-0.035343073
Q13523	4	"GO:RBP, Non-Glycoprotein"	21.64481756	21.41422533	-0.293763525
Q13561	1	"Novel RBP, Non-Glycoprotein"	23.92936344	23.88968187	0.13915443
Q13573	1	"GO:RBP, Non-Glycoprotein"	22.72755556	23.40550762	0.723406319
Q13595	1	"GO:RBP, Non-Glycoprotein"	22.73506796	22.13687786	-0.695858178
Q13595	2	"GO:RBP, Non-Glycoprotein"	25.08152082	25.41169994	0.089119553
Q13595	3	"GO:RBP, Non-Glycoprotein"	25.26308014	25.25083444	-0.088098155
Q13595	4	"GO:RBP, Non-Glycoprotein"	23.3130629	23.2845901	0.190771427
Q13596	1	"Novel RBP, Non-Glycoprotein"	21.83965851	21.97453035	0.134871841
Q13630	1	"Novel RBP, Non-Glycoprotein"	25.43541401	25.86421152	0.236831813
Q13641	2	"Novel RBP, Glycoprotein"	24.83492302	24.5302845	-0.125620932
Q13641	3	"Novel RBP, Glycoprotein"	24.05326836	23.85582541	-0.062610829
Q13724	1	"Novel RBP, Glycoprotein"	22.96044422	23.16345688	0.172915195
Q13740	1	"Novel RBP, Glycoprotein"	25.94695908	25.68304555	-0.128589884
Q13740	2	"Novel RBP, Glycoprotein"	26.38321785	25.55851636	-0.174469248
Q13740	3	"Novel RBP, Glycoprotein"	25.11186232	24.73214955	-0.215882488
Q13740	4	"Novel RBP, Glycoprotein"	24.56582512	23.74705094	-0.324545182
Q13813	1	"Novel RBP, Non-Glycoprotein"	24.31639045	24.06558535	0.050257061
Q13813	2	"Novel RBP, Non-Glycoprotein"	21.5426562	21.85196632	0.401613273
Q13813	3	"Novel RBP, Non-Glycoprotein"	20.56260334	22.34220019	1.563759145
Q13823	1	"GO:RBP, Non-Glycoprotein"	23.50236829	22.91852549	0.07233172
Q13838	1	"GO:RBP, Non-Glycoprotein"	23.46388043	23.85291544	0.389035015
Q13895	1	"GO:RBP, Non-Glycoprotein"	24.83821399	25.76559068	0.927376693
Q13895	2	"GO:RBP, Non-Glycoprotein"	21.1580771	20.34472458	4.581876521
